ID,Datetime,A,B,C,D,E,F,G,H
2649,2012-01-02,405191,269228,49468,76317,254096,40473,,180793
2650,2012-01-03,472496,299708,56450,84081,326033,45204,,213339
2651,2012-01-04,464579,290869,55757,83293,342364,46746,,213673
2652,2012-01-05,418765,280656,51740,77043,285569,43074,,202213
2653,2012-01-06,390828,266330,48014,71482,258627,41383,,189140
2654,2012-01-07,355233,245699,42223,64826,228652,36741,,168438
2655,2012-01-08,366589,240921,42938,66406,230764,37359,,165920
2656,2012-01-09,406768,276483,49658,72256,279149,41123,,194214
2657,2012-01-10,404916,272201,49614,72940,267330,41157,,194794
2658,2012-01-11,407922,269402,50370,73684,279137,42925,,196498
2659,2012-01-12,398883,285762,50706,75966,237234,41283,,194996
2660,2012-01-13,471171,300123,59825,90164,267484,45343,,214718
2661,2012-01-14,434774,277115,52804,79649,286475,43204,,195819
2662,2012-01-15,415714,263260,50182,75722,290870,41342,,183840
2663,2012-01-16,439084,279439,53421,77994,312005,42706,,201870
2664,2012-01-17,391937,289315,49673,71880,253794,40225,,194871
2665,2012-01-18,426524,303730,54509,79717,253938,42524,,209051
2666,2012-01-19,453622,308829,56666,82745,297540,44409,,217490
2667,2012-01-20,441859,318022,58968,86941,287055,45029,,216611
2668,2012-01-21,408573,279644,52919,81623,285004,41319,,194463
2669,2012-01-22,392924,267533,48392,76113,298204,39102,,182719
2670,2012-01-23,393618,286761,49382,72757,289938,40581,,193628
2671,2012-01-24,396809,288995,53198,78078,240930,41444,,205489
2672,2012-01-25,406874,290801,54325,80379,257482,42788,,204570
2673,2012-01-26,397205,284935,52233,76944,246811,42089,,202078
2674,2012-01-27,383652,274410,51321,76635,222506,40752,,196961
2675,2012-01-28,385689,258447,47415,71028,234469,38512,,184174
2676,2012-01-29,386847,252659,46682,71686,247980,37421,,178886
2677,2012-01-30,414383,281890,51930,76220,268884,41841,,204376
2678,2012-01-31,381247,267317,47654,70534,246882,40025,,189570
2679,2012-02-01,363858,267273,45656,67938,225521,39242,,183609
2680,2012-02-02,371931,271948,47886,68796,222768,40611,,194124
2681,2012-02-03,388443,273371,48507,71581,250620,40318,,189616
2682,2012-02-04,369175,249473,44791,68023,254984,38184,,174962
2683,2012-02-05,353906,236593,41952,65315,257340,35190,,165403
2684,2012-02-06,403244,279490,49332,74202,280264,39432,,190883
2685,2012-02-07,405731,287515,51828,77196,255204,40900,,200799
2686,2012-02-08,420977,284713,52855,78514,279476,42589,,203588
2687,2012-02-09,426816,287463,53697,79018,276268,42620,,202836
2688,2012-02-10,430222,290474,52959,79187,274284,42859,,201608
2689,2012-02-11,432403,283459,52823,79954,270566,40496,,193526
2690,2012-02-12,437531,262875,50848,78029,323754,40598,,188735
2691,2012-02-13,441650,291475,54600,81647,306919,42533,,205631
2692,2012-02-14,420918,287358,53271,79529,265824,41654,,202326
2693,2012-02-15,393635,279188,50652,74830,247261,41911,,197394
2694,2012-02-16,385287,271693,48848,73102,259750,41071,,195127
2695,2012-02-17,378236,270786,47897,72049,245257,40265,,190250
2696,2012-02-18,361044,246851,44614,67915,237911,36629,,174196
2697,2012-02-19,370960,238529,45141,70453,255526,35983,,172232
2698,2012-02-20,405789,270020,51060,76790,280775,40081,,194698
2699,2012-02-21,408504,278070,50855,74452,286826,41218,,199454
2700,2012-02-22,380373,273051,48131,70333,242267,40203,,188364
2701,2012-02-23,372149,278226,48202,70475,224663,39458,,192121
2702,2012-02-24,372861,280626,49505,72843,218896,39372,,192016
2703,2012-02-25,392726,261263,47965,73215,240530,38289,,184130
2704,2012-02-26,374073,243959,45211,69851,254100,36099,,170526
2705,2012-02-27,387549,272045,48181,70331,256881,39786,,189178
2706,2012-02-28,384417,279596,49392,71198,238043,40771,,194463
2707,2012-02-29,361308,266949,45943,67685,250736,40432,,190881
2708,2012-03-01,357657,273953,46650,68101,218200,39720,,191881
2709,2012-03-02,374476,274406,47564,69949,232193,39311,,190169
2710,2012-03-03,348658,256904,45585,67201,214188,35553,,177294
2711,2012-03-04,366432,243341,45518,69827,232370,35947,,173322
2712,2012-03-05,420968,276392,52430,77115,288731,41675,,201090
2713,2012-03-06,406099,266585,50234,74059,280200,42387,,199720
2714,2012-03-07,366815,255252,45723,67149,249694,39622,,182642
2715,2012-03-08,356104,258212,45812,67638,220326,38755,,182850
2716,2012-03-09,370424,266887,48165,70004,220736,39851,,188927
2717,2012-03-10,357586,240564,44259,65669,240440,37573,,169235
2718,2012-03-11,316145,208263,37549,58895,225688,33279,,144633
2719,2012-03-12,349335,248143,44144,65540,228521,38074,,174159
2720,2012-03-13,336919,248450,43439,64957,217300,38210,,173050
2721,2012-03-14,336068,255160,43407,65239,221059,38322,,174819
2722,2012-03-15,339177,262951,43723,66612,223913,37694,,172242
2723,2012-03-16,333015,254791,42561,64475,214248,37714,,170487
2724,2012-03-17,301417,234264,37863,59448,199662,34474,,152310
2725,2012-03-18,291578,223809,36313,58686,193910,33998,,144749
2726,2012-03-19,335651,261996,44795,69081,215980,38739,,172880
2727,2012-03-20,344546,275057,45981,71478,220928,38890,,180867
2728,2012-03-21,349401,284146,46995,73656,218452,39612,,183823
2729,2012-03-22,354382,279095,47183,73806,224535,40069,,182674
2730,2012-03-23,339356,256972,44228,67401,233642,40354,,176534
2731,2012-03-24,298634,220485,37628,57254,207541,35932,,153149
2732,2012-03-25,288841,207908,35646,55191,195799,33931,,143355
2733,2012-03-26,331099,244302,42791,62248,210026,38300,,173588
2734,2012-03-27,352343,251130,45427,65022,226806,39471,,182771
2735,2012-03-28,340242,244849,43592,65141,225969,39236,,174865
2736,2012-03-29,332040,243471,42186,63766,212793,38397,,174707
2737,2012-03-30,333410,246479,42603,64227,212616,38840,,176091
2738,2012-03-31,297041,226570,38011,57798,194567,35361,,162417
2739,2012-04-01,294665,210544,36557,57697,188477,33731,,150836
2740,2012-04-02,329252,241182,41715,62675,203706,37521,,174727
2741,2012-04-03,338033,245080,43072,65973,214680,38566,,177948
2742,2012-04-04,330930,243980,42364,65873,213778,38141,,172678
2743,2012-04-05,332505,246579,42697,62100,207362,37281,,174905
2744,2012-04-06,320004,233409,39836,60408,213277,35696,,159627
2745,2012-04-07,306316,214664,36535,56806,206325,33723,,148311
2746,2012-04-08,287128,197989,33480,52807,197097,32466,,138510
2747,2012-04-09,332340,236770,42342,61351,206202,36932,,168726
2748,2012-04-10,349580,250488,44625,63783,210327,38811,,183184
2749,2012-04-11,367549,253272,46664,67579,222127,39810,,184810
2750,2012-04-12,365297,250760,45198,66914,228265,38982,,179128
2751,2012-04-13,346261,245792,42589,64539,218335,37391,,174381
2752,2012-04-14,316196,222177,38249,59374,201112,33842,,158020
2753,2012-04-15,303103,216020,36141,58125,208463,33448,,145769
2754,2012-04-16,344939,243549,43018,66691,250837,39522,,174231
2755,2012-04-17,336136,245299,42406,63482,236219,37173,,171532
2756,2012-04-18,334752,250624,42938,64291,211230,37177,,174934
2757,2012-04-19,335390,246462,43493,65331,211797,38051,,172950
2758,2012-04-20,334179,249855,42495,64005,212679,38119,,171665
2759,2012-04-21,307592,222730,38119,57818,207935,33979,,156045
2760,2012-04-22,314531,210588,38481,58773,199857,33796,,153326
2761,2012-04-23,362180,245092,45092,64978,228186,39573,,179147
2762,2012-04-24,354844,246657,44797,65029,224806,38928,,178870
2763,2012-04-25,344581,246948,43681,65047,221316,38289,,174632
2764,2012-04-26,336557,243911,43324,65121,212573,37924,,175949
2765,2012-04-27,332376,246867,42776,62908,207522,36947,,174990
2766,2012-04-28,321580,226337,39633,60247,202926,35430,,162744
2767,2012-04-29,302714,211197,36446,57986,198711,33804,,149206
2768,2012-04-30,343026,244605,44061,67690,210470,38626,,173518
2769,2012-05-01,350889,246353,44841,69450,235582,40113,,175316
2770,2012-05-02,370464,258682,48515,76330,252245,42361,,186101
2771,2012-05-03,394428,291696,52482,81994,242005,46513,,205720
2772,2012-05-04,374881,273027,49440,77073,255534,46981,,195990
2773,2012-05-05,322708,218706,40920,68136,237716,40193,,158121
2774,2012-05-06,311121,210241,38866,67534,211507,37905,,145519
2775,2012-05-07,359463,245009,48378,78102,220256,44292,,176485
2776,2012-05-08,352005,250356,45765,71122,226972,42258,,178640
2777,2012-05-09,334024,243948,43148,66096,229694,39492,,174550
2778,2012-05-10,331637,246986,42308,64049,213256,37467,,171826
2779,2012-05-11,333871,250823,42106,63800,211040,37664,,173305
2780,2012-05-12,303308,220560,37074,59179,204686,33982,,151787
2781,2012-05-13,292362,203124,35186,58048,210371,33226,,142763
2782,2012-05-14,338349,249443,44120,66993,228526,38738,,175025
2783,2012-05-15,349801,270952,46167,70058,245446,39936,,182360
2784,2012-05-16,351154,251305,45670,71247,247644,40231,,174651
2785,2012-05-17,339021,251377,43012,66316,234519,38379,,172361
2786,2012-05-18,340334,262011,43387,67153,218682,39073,,174343
2787,2012-05-19,328831,271031,41791,67798,207547,37624,,162242
2788,2012-05-20,332730,287366,43233,72131,210140,39851,,166929
2789,2012-05-21,370760,262046,50165,78504,235863,44164,,199706
2790,2012-05-22,351780,255112,45988,70901,244913,44418,,182653
2791,2012-05-23,356604,265237,46928,74109,253015,44220,,186784
2792,2012-05-24,379575,307533,50879,79590,257286,45565,,203728
2793,2012-05-25,394196,306477,54062,83893,273675,48240,,216476
2794,2012-05-26,373308,250587,51541,83426,267886,48774,,183486
2795,2012-05-27,376119,297605,50991,83694,267158,46113,,175961
2796,2012-05-28,389226,330784,53076,86780,288086,48378,,198109
2797,2012-05-29,407424,321702,54832,84448,310816,51355,,217274
2798,2012-05-30,384906,265081,50266,80256,269171,47368,,195824
2799,2012-05-31,364709,248092,47063,74674,276463,42866,,181384
2800,2012-06-01,337401,243030,42882,67848,265694,41361,,174417
2801,2012-06-02,296422,224430,36105,58696,224309,34414,,149701
2802,2012-06-03,298805,225675,36061,61060,218903,33735,,146425
2803,2012-06-04,347547,268127,46047,73509,239766,38585,,174364
2804,2012-06-05,338086,262145,43755,67918,219553,37891,,171444
2805,2012-06-06,341423,264783,44132,68351,222234,39015,,174176
2806,2012-06-07,355401,274310,46524,72192,237546,40117,,182669
2807,2012-06-08,365182,300518,48073,75634,250532,41696,,188859
2808,2012-06-09,354204,309068,45381,73484,259850,40869,,182733
2809,2012-06-10,360195,315370,46284,75385,276504,44373,,191179
2810,2012-06-11,390466,362915,52359,81324,287272,48506,,209179
2811,2012-06-12,403709,306822,54390,85848,273539,48907,,216467
2812,2012-06-13,370693,269599,47220,75670,269634,42746,,183215
2813,2012-06-14,369931,288500,47807,74560,251021,42757,,185164
2814,2012-06-15,388676,331703,52299,82213,250118,45297,,202929
2815,2012-06-16,372553,332298,51074,84397,228157,41971,,194217
2816,2012-06-17,348888,306140,47278,78835,219109,41420,,177628
2817,2012-06-18,408990,381936,57883,90139,231300,48576,,212460
2818,2012-06-19,439177,417666,61397,93909,283776,53895,,239248
2819,2012-06-20,449353,417460,62418,96173,328537,57045,,249663
2820,2012-06-21,448974,366484,62697,97662,343945,58276,,250671
2821,2012-06-22,414188,326089,57494,90736,327090,52221,,221283
2822,2012-06-23,373767,298967,49004,80204,283935,43746,,183315
2823,2012-06-24,375049,304645,50176,82859,281679,42720,,177071
2824,2012-06-25,400222,298840,54661,88410,294028,44459,,194045
2825,2012-06-26,366329,298340,47943,75476,246990,40820,,186282
2826,2012-06-27,387424,340311,52631,81733,262323,44728,,201789
2827,2012-06-28,438076,422896,63557,96328,298856,52761,,239435
2828,2012-06-29,434873,381527,61278,98712,349753,61977,,255675
2829,2012-06-30,308451,345255,46169,84601,268271,48117,,200924
2830,2012-07-01,337046,333760,49789,85521,301040,52150,,208007
2831,2012-07-02,375138,402398,55389,91215,320089,54711,,227990
2832,2012-07-03,412817,427706,60748,98747,329256,52511,,220306
2833,2012-07-04,411737,414322,59326,96264,326169,50353,,221452
2834,2012-07-05,426997,450464,62875,104248,359104,54602,,225275
2835,2012-07-06,448719,473597,65202,104259,360680,59097,,249244
2836,2012-07-07,457658,412406,64675,105139,362700,57643,,246578
2837,2012-07-08,424262,311997,58427,99053,365090,53650,,209359
2838,2012-07-09,419990,349616,58406,93266,327685,51473,,215807
2839,2012-07-10,419099,338492,59456,92084,302151,49316,,215982
2840,2012-07-11,410295,342421,58288,93578,294173,49896,,213180
2841,2012-07-12,417362,361763,59843,93448,292924,53131,,225383
2842,2012-07-13,402538,369476,57906,88810,287695,48514,,226972
2843,2012-07-14,383032,339215,51609,80540,284883,44048,,192079
2844,2012-07-15,388982,349701,52003,81525,304769,46438,,204474
2845,2012-07-16,448179,425099,64608,99125,335529,54568,,247654
2846,2012-07-17,465588,459461,69231,106251,351269,57484,,266811
2847,2012-07-18,455588,432668,63946,98049,362516,56430,,263240
2848,2012-07-19,419970,370678,56416,88200,353376,50545,,228440
2849,2012-07-20,392081,339431,52600,83929,315787,46127,,198923
2850,2012-07-21,367477,322793,45607,75871,257907,38268,,180865
2851,2012-07-22,381362,326036,50323,82290,262591,42558,,199134
2852,2012-07-23,443610,418715,63449,99268,316230,51048,,246421
2853,2012-07-24,432083,383868,59814,96628,322176,52446,,246095
2854,2012-07-25,427781,402919,60306,99355,304038,46819,,220482
2855,2012-07-26,465302,398580,64313,105391,344248,54827,,247063
2856,2012-07-27,432354,346887,59611,94750,351651,51461,,229060
2857,2012-07-28,381848,310477,47537,76516,317063,42506,,187622
2858,2012-07-29,369168,291705,47003,77066,301730,42602,,181323
2859,2012-07-30,421710,377822,56979,89408,313930,50067,,217833
2860,2012-07-31,431202,383755,58870,92190,309175,52315,,231966
2861,2012-08-01,425574,371160,60642,95938,302094,52059,,230333
2862,2012-08-02,435798,381035,59768,96183,320339,51753,,224885
2863,2012-08-03,439459,397719,61527,92325,323384,53669,,241641
2864,2012-08-04,415259,362835,54743,92147,323952,53281,,229378
2865,2012-08-05,387001,300876,50870,88446,324270,47927,,203820
2866,2012-08-06,406444,330884,53564,87861,320684,50241,,211619
2867,2012-08-07,415692,362267,56231,90058,307588,49751,,214630
2868,2012-08-08,432516,356991,61606,98369,309306,51981,,226098
2869,2012-08-09,418741,306289,57447,91763,322931,52812,,212521
2870,2012-08-10,379556,278981,49204,77718,308876,47373,,192691
2871,2012-08-11,326214,249929,39648,65198,283631,37389,,157015
2872,2012-08-12,325045,236616,39150,67059,269764,37648,,158634
2873,2012-08-13,377122,271279,48790,77807,301178,45421,,193664
2874,2012-08-14,385604,289721,50133,78589,314968,45940,,193478
2875,2012-08-15,384689,316913,51938,82787,298737,45526,,197772
2876,2012-08-16,397527,305506,53090,85670,294461,46768,,206387
2877,2012-08-17,379519,275128,50204,80651,301523,44246,,198494
2878,2012-08-18,339440,246861,41518,69327,273337,38417,,163573
2879,2012-08-19,321137,239614,39987,67984,234270,37410,,153835
2880,2012-08-20,362825,276825,47007,73970,254655,42159,,182751
2881,2012-08-21,364659,283545,48718,75540,265362,40457,,184473
2882,2012-08-22,371456,297639,49822,77750,273158,41928,,190258
2883,2012-08-23,389562,335560,52622,81874,284529,44451,,200594
2884,2012-08-24,398562,364897,54726,85896,271737,46600,,211098
2885,2012-08-25,374731,346417,51627,84729,248778,44641,,201677
2886,2012-08-26,365582,291504,50540,84400,256295,42761,,193688
2887,2012-08-27,405636,337582,55871,89714,296800,49447,,206877
2888,2012-08-28,403725,334697,54688,87727,311491,48888,,210355
2889,2012-08-29,389110,336050,52581,84618,293821,44275,,195036
2890,2012-08-30,392493,357743,52874,84118,294090,44499,,196465
2891,2012-08-31,413163,374651,56287,89908,315440,48139,,216086
2892,2012-09-01,378961,292410,51451,86960,299503,48011,,197738
2893,2012-09-02,359924,286928,46294,79314,280782,43618,,177375
2894,2012-09-03,361890,320673,44956,73579,280725,45967,,191849
2895,2012-09-04,408442,378329,56077,87843,310324,51294,,212407
2896,2012-09-05,411919,339944,55904,89561,319309,51648,,215096
2897,2012-09-06,418198,346995,55761,84913,295895,53699,,222527
2898,2012-09-07,401190,306352,54381,88629,295702,52102,,208899
2899,2012-09-08,328747,240990,40628,69339,281045,40251,,166016
2900,2012-09-09,296081,224453,36684,61814,233765,34077,,147891
2901,2012-09-10,334965,264461,44281,69275,233547,37073,,173635
2902,2012-09-11,338626,285164,45633,70077,229777,38914,,178697
2903,2012-09-12,353622,311448,47549,73238,234050,40434,,186506
2904,2012-09-13,364808,280653,49494,79390,241390,42779,,194857
2905,2012-09-14,346520,260904,43815,70531,250510,42012,,180924
2906,2012-09-15,304751,238919,37040,59303,223505,34827,,151872
2907,2012-09-16,294859,226299,36247,59778,207428,33165,,146132
2908,2012-09-17,336844,268172,44735,68360,231709,37318,,173634
2909,2012-09-18,342194,250916,44514,67930,253868,39217,,176450
2910,2012-09-19,323343,250311,41997,63166,225555,36824,,167183
2911,2012-09-20,328265,253834,43062,64124,223777,37090,,170906
2912,2012-09-21,328112,246005,41781,63677,233926,38444,,170610
2913,2012-09-22,300951,219544,36360,58942,237019,34553,,150143
2914,2012-09-23,285285,207549,35033,54889,209464,31727,,143083
2915,2012-09-24,326830,244628,42010,61980,213191,35984,,168755
2916,2012-09-25,332801,256229,42759,63835,217595,37543,,173302
2917,2012-09-26,340827,256980,43994,66718,239649,38500,,175330
2918,2012-09-27,341480,249474,43863,68279,256098,39198,,169837
2919,2012-09-28,327136,247252,42050,64570,248155,37301,,166133
2920,2012-09-29,292060,223502,37501,58947,205804,33590,,146120
2921,2012-09-30,282205,209807,35333,56354,201064,32214,,140809
2922,2012-10-01,322281,244300,42336,62503,215069,35687,,166832
2923,2012-10-02,338564,252363,43996,65550,238409,37837,,171957
2924,2012-10-03,338029,258240,43929,66376,266560,39106,,174580
2925,2012-10-04,335106,258434,44352,67282,260229,38306,,173969
2926,2012-10-05,328754,246155,42881,66251,238951,37833,,169664
2927,2012-10-06,294810,227133,37076,56239,216701,33231,,149365
2928,2012-10-07,297146,213954,36706,56571,195384,32845,,149019
2929,2012-10-08,350987,249193,44550,66389,215729,36877,,175162
2930,2012-10-09,348859,253019,44694,65428,220594,37814,,176204
2931,2012-10-10,345248,254111,44332,65751,213277,38453,,174768
2932,2012-10-11,351742,256401,45599,68137,213103,38594,,176662
2933,2012-10-12,336554,249015,43430,63932,215917,38288,,171474
2934,2012-10-13,314374,230773,39148,59004,206235,34906,,155391
2935,2012-10-14,295293,218123,35905,56492,204370,33099,,144341
2936,2012-10-15,321390,245137,42765,62799,218394,37766,,168371
2937,2012-10-16,342060,253669,44296,64499,214256,38148,,174184
2938,2012-10-17,341283,254829,43667,65115,217454,38507,,174673
2939,2012-10-18,332722,251306,42791,64113,219810,37792,,173073
2940,2012-10-19,333990,250825,43212,64590,221321,37760,,172118
2941,2012-10-20,307747,225369,38708,60328,197937,33496,,154632
2942,2012-10-21,299816,213515,36750,58624,198269,32784,,147021
2943,2012-10-22,340815,250520,43149,65525,219066,36921,,174644
2944,2012-10-23,335121,257372,43737,66857,218913,37085,,175636
2945,2012-10-24,334822,263975,44335,68739,221968,37651,,177282
2946,2012-10-25,337275,265421,43889,67443,222367,39085,,177020
2947,2012-10-26,326953,248836,42686,63969,218573,37830,,171324
2948,2012-10-27,307369,230349,39493,60552,200968,33584,,156202
2949,2012-10-28,315353,221472,39334,59700,200082,34345,,155955
2950,2012-10-29,386675,255233,48140,70450,224684,39352,,185631
2951,2012-10-30,391285,263822,50296,73078,245087,39106,,181155
2952,2012-10-31,380142,261640,48748,72348,240691,40214,,184294
2953,2012-11-01,368514,261186,46292,70711,238327,40301,,186299
2954,2012-11-02,361613,256894,45134,67625,242273,40110,,186025
2955,2012-11-03,341276,236605,42003,67181,236312,36701,,167900
2956,2012-11-04,317519,216692,39432,61532,222130,34610,,159740
2957,2012-11-05,380709,262993,48179,71947,252353,39315,,189711
2958,2012-11-06,389451,270797,48330,72076,269082,39508,,186054
2959,2012-11-07,375925,266857,46815,69809,263672,40670,,188317
2960,2012-11-08,383778,264043,47916,70185,256359,40920,,187744
2961,2012-11-09,371994,258999,46299,68811,249516,40027,,179899
2962,2012-11-10,323602,231521,39141,59510,228606,34972,,153997
2963,2012-11-11,304520,218644,36309,55696,213435,34342,,144246
2964,2012-11-12,344318,263400,45089,66660,218867,37135,,173521
2965,2012-11-13,381687,274277,49684,73094,233925,40075,,189941
2966,2012-11-14,401156,271901,50551,75198,266482,41053,,191474
2967,2012-11-15,395532,269838,49619,74585,264558,41169,,190630
2968,2012-11-16,385484,262765,48154,72594,252084,40331,,184006
2969,2012-11-17,352671,239250,43283,66330,247233,36998,,166758
2970,2012-11-18,337465,227478,40696,64151,233309,35946,,160421
2971,2012-11-19,370195,257305,46971,70018,245116,39157,,184288
2972,2012-11-20,363880,258749,45996,68570,246468,38540,,183849
2973,2012-11-21,358339,257683,44303,65957,250845,38143,,176792
2974,2012-11-22,313929,208729,36327,57144,236033,33941,,144138
2975,2012-11-23,324005,234811,38955,58677,234443,35942,,152679
2976,2012-11-24,355873,245565,44201,68131,243160,37833,,167356
2977,2012-11-25,361412,238952,43420,68334,269133,37024,,166523
2978,2012-11-26,384874,277827,48158,71491,261999,39778,,189797
2979,2012-11-27,392741,287320,50540,74024,265003,41950,,196373
2980,2012-11-28,404543,280375,51807,77198,272857,41273,,197293
2981,2012-11-29,411535,274035,50839,77565,287145,41339,,195510
2982,2012-11-30,390456,263378,47515,72394,274432,39852,,188316
2983,2012-12-01,346220,243398,40678,64368,252437,35442,,167663
2984,2012-12-02,325971,223368,38697,62587,242495,34914,,159623
2985,2012-12-03,343012,261226,43344,67642,223673,38112,,178809
2986,2012-12-04,351766,258855,44128,67310,225401,38499,,182076
2987,2012-12-05,364053,274313,47519,71134,227835,39803,,194419
2988,2012-12-06,381318,279321,49637,74793,269109,41562,,196799
2989,2012-12-07,375023,270776,46184,69960,257647,39640,,188531
2990,2012-12-08,339147,252677,41311,63612,218506,35589,,169400
2991,2012-12-09,342205,247434,40696,62755,219748,35616,,167982
2992,2012-12-10,368063,283687,48341,72169,228547,38578,,189861
2993,2012-12-11,402076,288663,52773,79576,235394,40637,,201880
2994,2012-12-12,412053,286237,52722,80622,265803,42104,,201751
2995,2012-12-13,411827,281355,52397,79762,271354,42429,,200511
2996,2012-12-14,400658,275164,49626,76251,280250,41077,,193985
2997,2012-12-15,360867,256946,44158,68876,262206,38421,,178450
2998,2012-12-16,326763,239534,39631,62385,235418,36354,,159138
2999,2012-12-17,365970,274931,47289,70768,237526,38377,,185280
3000,2012-12-18,383787,284681,49782,74720,233859,39509,,193085
3001,2012-12-19,383997,282755,49503,74737,254808,40548,,192787
3002,2012-12-20,397210,285580,49944,75218,264718,41424,,196514
3003,2012-12-21,424814,291995,54214,83089,264946,41291,,199284
3004,2012-12-22,390677,270319,47386,75106,274467,39830,,182524
3005,2012-12-23,370740,256475,44591,69761,271715,38144,,173832
3006,2012-12-24,350003,257142,44601,68107,269986,37768,,171202
3007,2012-12-25,324420,243665,42562,67270,235969,35023,,159181
3008,2012-12-26,384150,277426,48021,77565,275418,40393,,187294
3009,2012-12-27,404809,280508,48822,79105,276443,41436,,191913
3010,2012-12-28,395700,277047,48590,77808,284435,40480,,190192
3011,2012-12-29,383560,261886,46760,74547,270559,39444,,179252
3012,2012-12-30,386875,257970,46601,73651,273843,39783,,177433
3013,2012-12-31,397458,262625,47448,75553,297982,40769,,180540
3014,2013-01-01,363262,254325,44577,70931,257275,38318,,169861
3015,2013-01-02,419942,293024,54276,80503,281523,43320,,205432
3016,2013-01-03,434550,298284,56095,82671,302457,44038,,213705
3017,2013-01-04,429182,297474,53336,78331,303536,43548,,205338
3018,2013-01-05,393119,270802,48723,74279,276465,39977,,185442
3019,2013-01-06,365944,255196,46002,71059,255372,38030,,176332
3020,2013-01-07,406619,290148,52063,78426,271650,42183,,199370
3021,2013-01-08,416355,284851,51970,77282,287733,42094,,201535
3022,2013-01-09,390290,277831,49448,72812,264062,41865,,194680
3023,2013-01-10,391757,283053,51467,77549,247376,41186,,197573
3024,2013-01-11,364472,268467,46187,69081,263657,39599,,188371
3025,2013-01-12,318520,243864,40328,62217,228762,34343,,161409
3026,2013-01-13,306726,255349,37847,60686,219004,32354,,155473
3027,2013-01-14,380527,298622,52269,79047,227661,36377,,195690
3028,2013-01-15,411886,297887,54302,82651,267424,40123,,203696
3029,2013-01-16,409066,296079,52468,80466,275917,41096,,201288
3030,2013-01-17,407377,288596,51566,78207,275591,41125,,200285
3031,2013-01-18,411633,290470,52765,79523,294901,41595,,202403
3032,2013-01-19,371518,254287,44635,68373,278251,36966,,172507
3033,2013-01-20,360539,264303,44344,68070,243399,36266,,172366
3034,2013-01-21,434383,310091,56753,83726,271589,44102,,207679
3035,2013-01-22,487307,325680,62185,93374,329530,47840,,225840
3036,2013-01-23,487904,321098,61060,92474,358218,48374,,225784
3037,2013-01-24,471922,318512,58973,89699,354864,47501,,219003
3038,2013-01-25,477192,306561,57311,88632,382137,46929,,219317
3039,2013-01-26,417962,276200,50295,79601,333859,42011,,194635
3040,2013-01-27,404600,265639,48862,78061,307394,40378,,186603
3041,2013-01-28,400002,274489,50337,75426,303983,42287,,199678
3042,2013-01-29,357323,268736,46058,68637,242390,40208,,188463
3043,2013-01-30,349748,279206,45831,68928,224849,39097,,182211
3044,2013-01-31,424211,311167,55632,82998,242539,42955,,208803
3045,2013-02-01,469025,322046,60323,91456,310459,45628,,218572
3046,2013-02-02,449944,289514,54193,83443,330045,43161,,200605
3047,2013-02-03,408051,275813,49876,79420,295209,41418,,187629
3048,2013-02-04,444966,298750,56340,86301,313157,45138,,212262
3049,2013-02-05,416292,302124,53485,80303,280263,43749,,208959
3050,2013-02-06,403179,290166,51743,79314,269672,43438,,205631
3051,2013-02-07,404904,290907,49851,74856,291371,43749,,202992
3052,2013-02-08,400350,292541,50297,75245,281831,42788,,204116
3053,2013-02-09,380579,264745,47047,73048,278966,39793,,186539
3054,2013-02-10,367357,251381,44219,69861,283691,38181,,175978
3055,2013-02-11,370255,285545,48284,70751,258527,38431,,192138
3056,2013-02-12,385518,291718,49797,73404,238896,40152,,202176
3057,2013-02-13,403105,282301,51833,78678,261325,41520,,203052
3058,2013-02-14,400992,280796,50950,76601,271090,41494,,202038
3059,2013-02-15,401980,280982,50970,75566,261932,40251,,197382
3060,2013-02-16,397677,274648,51013,77388,275586,39239,,184615
3061,2013-02-17,416326,263157,49180,76299,315945,40722,,184465
3062,2013-02-18,427541,278811,51880,77033,321165,44123,,204712
3063,2013-02-19,412456,306007,53394,79499,287665,42357,,207477
3064,2013-02-20,439951,308418,57431,84413,288022,45911,,218120
3065,2013-02-21,436705,304025,56087,83976,305468,45385,,215938
3066,2013-02-22,408064,295105,53251,79104,302698,44100,,208074
3067,2013-02-23,354538,265197,44284,69164,270914,38345,,179298
3068,2013-02-24,355542,248964,44310,69456,241708,38813,,176030
3069,2013-02-25,402502,275373,51071,76697,286692,41432,,196180
3070,2013-02-26,412731,290598,51757,75847,297114,42275,,204232
3071,2013-02-27,400125,286451,51457,77424,247350,41483,,199856
3072,2013-02-28,417539,285144,52612,80411,261842,42513,,203040
3073,2013-03-01,408394,288555,50855,77514,274177,42581,,201878
3074,2013-03-02,394594,263087,48459,76308,277077,39904,,186409
3075,2013-03-03,395618,252254,45855,74911,281687,39143,,182262
3076,2013-03-04,415563,286779,51401,79763,294231,42967,,201916
3077,2013-03-05,409147,288327,52324,78460,284584,42580,,202955
3078,2013-03-06,420041,286004,52481,82583,296059,41537,,197929
3079,2013-03-07,412578,278328,51031,79421,276719,41735,,196471
3080,2013-03-08,393997,275516,48974,75800,277469,41627,,194910
3081,2013-03-09,354526,255051,43038,68763,247219,37002,,171168
3082,2013-03-10,301095,228252,36710,58561,232565,32607,,146501
3083,2013-03-11,348759,270452,45781,68923,238862,37300,,178937
3084,2013-03-12,376621,283456,50621,75207,226324,39111,,195743
